utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,15.79 W,37.6,215.28,
0 %, 3 MiB, 24576 MiB,15.95 W,39.5,216.32,
0 %, 3 MiB, 24576 MiB,15.35 W,34.8,217.37,
0 %, 3 MiB, 24576 MiB,15.99 W,31.2,218.41,
0 %, 3 MiB, 24576 MiB,16.15 W,36.5,219.46,
0 %, 3 MiB, 24576 MiB,15.80 W,34.7,220.5,
0 %, 3 MiB, 24576 MiB,15.65 W,35.2,221.55,
0 %, 3 MiB, 24576 MiB,15.32 W,37.8,222.59,
0 %, 3 MiB, 24576 MiB,15.47 W,34.8,223.64,
0 %, 3 MiB, 24576 MiB,15.60 W,23.4,224.68,
0 %, 3 MiB, 24576 MiB,15.71 W,39.4,225.73,
0 %, 3 MiB, 24576 MiB,14.19 W,37.2,226.77,
0 %, 3 MiB, 24576 MiB,13.90 W,33.6,227.81,
0 %, 3 MiB, 24576 MiB,15.59 W,29.0,228.86,
0 %, 3 MiB, 24576 MiB,15.63 W,32.5,229.9,
0 %, 3 MiB, 24576 MiB,15.66 W,42.0,230.95,
0 %, 3 MiB, 24576 MiB,15.91 W,38.4,232.0,
0 %, 3 MiB, 24576 MiB,14.24 W,31.2,233.04,
0 %, 3 MiB, 24576 MiB,15.54 W,39.0,234.09,
0 %, 3 MiB, 24576 MiB,15.84 W,29.0,235.13,
0 %, 3 MiB, 24576 MiB,15.34 W,28.2,236.17,
0 %, 3 MiB, 24576 MiB,15.52 W,35.3,237.22,
0 %, 3 MiB, 24576 MiB,15.60 W,36.9,238.26,
0 %, 3 MiB, 24576 MiB,15.36 W,30.0,239.31,
0 %, 3 MiB, 24576 MiB,15.97 W,44.3,240.35,
0 %, 3 MiB, 24576 MiB,15.56 W,35.3,241.39,
0 %, 3 MiB, 24576 MiB,16.01 W,36.1,242.43,
0 %, 3 MiB, 24576 MiB,14.99 W,35.4,243.48,
0 %, 3 MiB, 24576 MiB,16.02 W,21.8,244.52,
0 %, 3 MiB, 24576 MiB,15.63 W,36.6,245.56,
0 %, 3 MiB, 24576 MiB,15.62 W,30.2,246.6,
0 %, 3 MiB, 24576 MiB,15.65 W,26.4,247.65,
0 %, 3 MiB, 24576 MiB,15.59 W,39.8,248.69,
0 %, 3 MiB, 24576 MiB,15.60 W,40.8,249.74,
0 %, 3 MiB, 24576 MiB,15.90 W,30.7,250.78,
0 %, 3 MiB, 24576 MiB,15.68 W,37.9,251.83,
0 %, 3 MiB, 24576 MiB,15.21 W,37.9,252.87,
0 %, 3 MiB, 24576 MiB,15.64 W,24.8,253.91,
0 %, 3 MiB, 24576 MiB,15.59 W,37.2,254.96,
0 %, 3 MiB, 24576 MiB,15.63 W,42.8,256.01,
0 %, 3 MiB, 24576 MiB,15.17 W,27.3,257.05,
0 %, 3 MiB, 24576 MiB,15.58 W,42.0,258.09,
0 %, 3 MiB, 24576 MiB,15.17 W,34.5,259.14,
0 %, 3 MiB, 24576 MiB,15.76 W,28.5,260.18,
0 %, 3 MiB, 24576 MiB,15.86 W,42.9,261.23,
0 %, 3 MiB, 24576 MiB,15.48 W,23.4,262.27,
0 %, 3 MiB, 24576 MiB,15.41 W,22.6,263.31,
0 %, 3 MiB, 24576 MiB,15.62 W,31.8,264.36,
0 %, 3 MiB, 24576 MiB,15.85 W,32.2,265.4,
0 %, 3 MiB, 24576 MiB,15.28 W,36.0,266.45,
0 %, 3 MiB, 24576 MiB,16.20 W,23.8,267.5,
0 %, 3 MiB, 24576 MiB,15.99 W,33.2,268.54,
0 %, 3 MiB, 24576 MiB,16.05 W,41.8,269.59,
0 %, 3 MiB, 24576 MiB,15.70 W,22.1,270.65,
0 %, 3 MiB, 24576 MiB,15.64 W,34.9,271.69,
0 %, 3 MiB, 24576 MiB,15.58 W,36.3,272.73,
0 %, 3 MiB, 24576 MiB,14.88 W,36.0,273.77,
0 %, 3 MiB, 24576 MiB,15.66 W,28.1,274.82,
0 %, 3 MiB, 24576 MiB,15.42 W,29.5,275.87,
0 %, 3 MiB, 24576 MiB,15.69 W,33.1,276.92,
0 %, 3 MiB, 24576 MiB,14.52 W,31.8,277.96,
0 %, 3 MiB, 24576 MiB,15.92 W,34.5,279.04,
0 %, 3 MiB, 24576 MiB,15.92 W,43.4,280.08,
0 %, 3 MiB, 24576 MiB,15.77 W,32.9,281.12,
0 %, 3 MiB, 24576 MiB,15.40 W,28.7,282.17,
0 %, 3 MiB, 24576 MiB,15.60 W,32.9,283.24,
0 %, 3 MiB, 24576 MiB,15.80 W,36.7,284.28,
0 %, 3 MiB, 24576 MiB,15.51 W,36.0,285.32,
0 %, 3 MiB, 24576 MiB,15.48 W,30.5,286.37,
0 %, 3 MiB, 24576 MiB,15.60 W,36.9,287.41,
0 %, 3 MiB, 24576 MiB,16.06 W,43.9,288.46,
0 %, 3 MiB, 24576 MiB,15.08 W,33.6,289.5,
0 %, 3 MiB, 24576 MiB,15.92 W,37.5,290.55,
0 %, 3 MiB, 24576 MiB,14.25 W,32.0,291.59,
0 %, 3 MiB, 24576 MiB,16.13 W,30.0,292.64,
0 %, 3 MiB, 24576 MiB,14.84 W,35.8,293.68,
0 %, 3 MiB, 24576 MiB,15.35 W,21.9,294.73,
0 %, 3 MiB, 24576 MiB,13.64 W,40.4,295.78,
0 %, 3 MiB, 24576 MiB,15.56 W,40.5,296.82,
0 %, 3 MiB, 24576 MiB,15.48 W,34.2,297.86,
0 %, 3 MiB, 24576 MiB,15.90 W,35.2,298.9,
0 %, 3 MiB, 24576 MiB,15.66 W,31.0,299.95,
0 %, 3 MiB, 24576 MiB,15.66 W,35.6,301.0,
0 %, 3 MiB, 24576 MiB,14.79 W,39.8,302.04,
0 %, 3 MiB, 24576 MiB,14.47 W,31.2,303.08,
0 %, 3 MiB, 24576 MiB,15.64 W,40.7,304.13,
0 %, 3 MiB, 24576 MiB,15.78 W,36.9,305.17,
0 %, 3 MiB, 24576 MiB,15.58 W,43.4,306.21,
0 %, 3 MiB, 24576 MiB,13.88 W,27.6,307.26,
0 %, 3 MiB, 24576 MiB,16.03 W,36.3,308.3,
0 %, 3 MiB, 24576 MiB,15.86 W,33.7,309.34,
0 %, 3 MiB, 24576 MiB,14.88 W,26.2,310.38,
0 %, 3 MiB, 24576 MiB,15.59 W,40.8,311.43,
0 %, 3 MiB, 24576 MiB,15.70 W,35.7,312.47,
0 %, 3 MiB, 24576 MiB,15.82 W,34.7,313.52,
0 %, 3 MiB, 24576 MiB,15.95 W,38.1,314.56,
0 %, 3 MiB, 24576 MiB,15.96 W,35.5,315.6,
0 %, 3 MiB, 24576 MiB,16.02 W,25.7,316.64,
0 %, 3 MiB, 24576 MiB,15.99 W,27.0,317.69,
0 %, 3 MiB, 24576 MiB,15.36 W,38.4,318.75,
0 %, 3 MiB, 24576 MiB,15.77 W,43.9,319.8,
0 %, 3 MiB, 24576 MiB,14.07 W,36.5,320.84,
0 %, 3 MiB, 24576 MiB,15.43 W,37.2,321.88,
0 %, 3 MiB, 24576 MiB,15.66 W,28.8,322.92,
0 %, 3 MiB, 24576 MiB,15.82 W,39.0,323.97,
0 %, 3 MiB, 24576 MiB,15.65 W,28.4,325.02,
0 %, 3 MiB, 24576 MiB,13.79 W,44.9,326.07,
0 %, 3 MiB, 24576 MiB,15.51 W,40.1,327.11,
0 %, 3 MiB, 24576 MiB,15.88 W,34.8,328.16,
0 %, 3 MiB, 24576 MiB,14.97 W,38.7,329.2,
0 %, 3 MiB, 24576 MiB,15.57 W,28.8,330.25,
0 %, 3 MiB, 24576 MiB,15.72 W,18.6,331.29,
0 %, 3 MiB, 24576 MiB,15.36 W,30.8,332.34,
0 %, 3 MiB, 24576 MiB,14.84 W,39.0,333.38,
0 %, 3 MiB, 24576 MiB,14.72 W,29.8,334.43,
0 %, 3 MiB, 24576 MiB,13.98 W,36.5,335.47,
0 %, 3 MiB, 24576 MiB,15.43 W,33.8,336.52,
0 %, 3 MiB, 24576 MiB,16.06 W,29.9,337.56,
0 %, 3 MiB, 24576 MiB,15.86 W,37.9,338.61,
0 %, 3 MiB, 24576 MiB,16.01 W,23.9,339.65,
0 %, 3 MiB, 24576 MiB,16.33 W,26.8,340.69,
0 %, 3 MiB, 24576 MiB,16.11 W,31.6,341.73,
0 %, 3 MiB, 24576 MiB,15.77 W,33.7,342.78,
0 %, 3 MiB, 24576 MiB,15.79 W,36.9,343.83,
0 %, 3 MiB, 24576 MiB,14.81 W,31.0,344.89,
0 %, 3 MiB, 24576 MiB,14.49 W,33.7,345.93,
0 %, 3 MiB, 24576 MiB,14.22 W,35.8,346.97,
0 %, 3 MiB, 24576 MiB,15.81 W,22.7,348.02,
0 %, 3 MiB, 24576 MiB,15.75 W,37.7,349.06,
0 %, 3 MiB, 24576 MiB,15.76 W,30.4,350.1,
0 %, 3 MiB, 24576 MiB,15.69 W,31.8,351.15,
0 %, 3 MiB, 24576 MiB,15.85 W,39.3,352.19,
0 %, 3 MiB, 24576 MiB,15.79 W,28.5,353.24,
0 %, 3 MiB, 24576 MiB,15.68 W,30.8,354.28,
0 %, 3 MiB, 24576 MiB,15.41 W,35.4,355.33,
0 %, 3 MiB, 24576 MiB,15.27 W,34.6,356.37,
0 %, 3 MiB, 24576 MiB,15.85 W,35.3,357.42,
0 %, 3 MiB, 24576 MiB,15.86 W,32.2,358.46,
0 %, 3 MiB, 24576 MiB,15.48 W,35.8,359.5,
0 %, 3 MiB, 24576 MiB,15.43 W,40.0,360.54,
0 %, 3 MiB, 24576 MiB,15.58 W,23.6,361.59,
0 %, 3 MiB, 24576 MiB,15.95 W,18.1,362.63,
0 %, 3 MiB, 24576 MiB,15.70 W,36.2,363.69,
0 %, 3 MiB, 24576 MiB,16.08 W,27.7,364.73,
0 %, 3 MiB, 24576 MiB,16.05 W,36.0,365.77,
0 %, 3 MiB, 24576 MiB,16.17 W,33.7,366.82,
0 %, 3 MiB, 24576 MiB,14.93 W,36.7,367.87,
0 %, 3 MiB, 24576 MiB,15.69 W,35.8,368.91,
0 %, 3 MiB, 24576 MiB,15.76 W,32.2,369.96,
0 %, 3 MiB, 24576 MiB,15.46 W,32.3,371.01,
0 %, 3 MiB, 24576 MiB,15.65 W,33.0,372.05,
0 %, 3 MiB, 24576 MiB,14.49 W,28.4,373.1,
0 %, 3 MiB, 24576 MiB,15.46 W,38.0,374.14,
0 %, 3 MiB, 24576 MiB,15.36 W,25.7,375.18,
0 %, 3 MiB, 24576 MiB,15.61 W,38.9,376.23,
0 %, 3 MiB, 24576 MiB,15.79 W,34.3,377.27,
0 %, 3 MiB, 24576 MiB,15.36 W,32.0,378.31,
0 %, 3 MiB, 24576 MiB,15.81 W,24.8,379.36,
0 %, 3 MiB, 24576 MiB,15.66 W,36.0,380.4,
0 %, 3 MiB, 24576 MiB,15.62 W,32.5,381.45,
0 %, 3 MiB, 24576 MiB,15.80 W,30.3,382.5,
0 %, 3 MiB, 24576 MiB,14.86 W,37.1,383.54,
0 %, 3 MiB, 24576 MiB,15.50 W,31.3,384.59,
0 %, 3 MiB, 24576 MiB,14.73 W,38.5,385.63,
0 %, 3 MiB, 24576 MiB,15.94 W,20.7,386.68,
0 %, 3 MiB, 24576 MiB,15.84 W,26.0,387.72,
0 %, 3 MiB, 24576 MiB,15.65 W,31.0,388.77,
0 %, 3 MiB, 24576 MiB,14.41 W,37.2,389.81,
0 %, 3 MiB, 24576 MiB,16.16 W,22.3,390.85,
0 %, 3 MiB, 24576 MiB,15.84 W,34.1,391.89,
0 %, 3 MiB, 24576 MiB,15.89 W,32.8,392.94,
0 %, 3 MiB, 24576 MiB,15.91 W,33.5,393.98,
0 %, 3 MiB, 24576 MiB,15.62 W,42.3,395.03,
0 %, 3 MiB, 24576 MiB,15.61 W,30.7,396.07,
0 %, 3 MiB, 24576 MiB,15.73 W,24.1,397.12,
0 %, 3 MiB, 24576 MiB,15.64 W,37.5,398.17,
0 %, 3 MiB, 24576 MiB,15.76 W,27.1,399.21,
0 %, 3 MiB, 24576 MiB,15.57 W,22.2,400.25,
0 %, 3 MiB, 24576 MiB,15.52 W,26.0,401.3,
0 %, 3 MiB, 24576 MiB,15.91 W,28.6,402.36,
0 %, 3 MiB, 24576 MiB,15.90 W,33.4,403.41,
0 %, 3 MiB, 24576 MiB,15.42 W,29.5,404.45,
0 %, 3 MiB, 24576 MiB,15.68 W,39.9,405.5,
0 %, 3 MiB, 24576 MiB,15.88 W,30.3,406.54,
0 %, 3 MiB, 24576 MiB,14.61 W,38.5,407.59,
0 %, 3 MiB, 24576 MiB,15.73 W,35.0,408.63,
0 %, 3 MiB, 24576 MiB,13.46 W,29.4,409.67,
0 %, 3 MiB, 24576 MiB,15.56 W,16.8,410.72,
0 %, 3 MiB, 24576 MiB,16.17 W,30.8,411.77,
0 %, 3 MiB, 24576 MiB,15.08 W,33.3,412.81,
0 %, 3 MiB, 24576 MiB,15.44 W,31.7,413.88,
0 %, 3 MiB, 24576 MiB,15.64 W,43.0,414.92,
0 %, 3 MiB, 24576 MiB,15.84 W,29.0,415.96,
0 %, 3 MiB, 24576 MiB,15.67 W,35.6,417.01,
0 %, 3 MiB, 24576 MiB,15.74 W,28.1,418.05,
0 %, 3 MiB, 24576 MiB,15.59 W,36.5,419.1,
0 %, 3 MiB, 24576 MiB,15.60 W,25.8,420.14,
0 %, 3 MiB, 24576 MiB,15.83 W,31.0,421.18,
0 %, 3 MiB, 24576 MiB,13.94 W,36.2,422.23,
0 %, 3 MiB, 24576 MiB,15.43 W,34.4,423.27,
0 %, 3 MiB, 24576 MiB,15.63 W,28.5,424.32,
