utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,14.69 W,9.3,343.16,
0 %, 3 MiB, 24576 MiB,14.33 W,9.5,344.21,
0 %, 3 MiB, 24576 MiB,12.93 W,9.4,345.26,
0 %, 3 MiB, 24576 MiB,14.68 W,8.9,346.3,
0 %, 3 MiB, 24576 MiB,14.64 W,9.2,347.34,
0 %, 3 MiB, 24576 MiB,14.80 W,9.0,348.38,
0 %, 3 MiB, 24576 MiB,14.43 W,10.4,349.43,
0 %, 3 MiB, 24576 MiB,14.18 W,11.9,350.48,
0 %, 3 MiB, 24576 MiB,14.56 W,11.8,351.53,
0 %, 3 MiB, 24576 MiB,12.84 W,12.7,352.58,
0 %, 3 MiB, 24576 MiB,14.68 W,11.2,353.62,
0 %, 3 MiB, 24576 MiB,15.20 W,11.5,354.67,
0 %, 3 MiB, 24576 MiB,14.95 W,9.4,355.72,
0 %, 3 MiB, 24576 MiB,14.57 W,9.1,356.78,
0 %, 3 MiB, 24576 MiB,14.62 W,9.1,357.82,
0 %, 3 MiB, 24576 MiB,14.32 W,9.5,358.87,
0 %, 3 MiB, 24576 MiB,13.74 W,9.5,359.91,
0 %, 3 MiB, 24576 MiB,14.78 W,9.4,360.97,
0 %, 3 MiB, 24576 MiB,14.58 W,9.3,362.03,
0 %, 3 MiB, 24576 MiB,14.55 W,9.1,363.08,
0 %, 3 MiB, 24576 MiB,14.74 W,9.2,364.13,
0 %, 3 MiB, 24576 MiB,14.83 W,10.4,365.18,
0 %, 3 MiB, 24576 MiB,14.63 W,9.3,366.22,
0 %, 3 MiB, 24576 MiB,12.84 W,9.0,367.26,
0 %, 3 MiB, 24576 MiB,14.60 W,9.2,368.31,
0 %, 3 MiB, 24576 MiB,14.55 W,9.2,369.36,
0 %, 3 MiB, 24576 MiB,14.74 W,9.1,370.39,
0 %, 3 MiB, 24576 MiB,14.60 W,9.1,371.44,
0 %, 3 MiB, 24576 MiB,14.63 W,9.0,372.48,
0 %, 3 MiB, 24576 MiB,14.57 W,9.6,373.52,
0 %, 3 MiB, 24576 MiB,14.44 W,9.2,374.57,
0 %, 3 MiB, 24576 MiB,14.63 W,9.3,375.62,
0 %, 3 MiB, 24576 MiB,14.78 W,9.2,376.67,
0 %, 3 MiB, 24576 MiB,14.77 W,9.0,377.71,
0 %, 3 MiB, 24576 MiB,14.92 W,9.5,378.75,
0 %, 3 MiB, 24576 MiB,14.70 W,9.6,379.79,
0 %, 3 MiB, 24576 MiB,14.84 W,9.3,380.84,
0 %, 3 MiB, 24576 MiB,13.99 W,9.1,381.89,
0 %, 3 MiB, 24576 MiB,14.52 W,9.2,382.93,
0 %, 3 MiB, 24576 MiB,14.73 W,9.4,383.97,
0 %, 3 MiB, 24576 MiB,14.48 W,8.9,385.02,
0 %, 3 MiB, 24576 MiB,14.69 W,9.2,386.06,
0 %, 3 MiB, 24576 MiB,14.52 W,9.3,387.11,
0 %, 3 MiB, 24576 MiB,14.51 W,9.4,388.15,
0 %, 3 MiB, 24576 MiB,14.17 W,9.6,389.2,
0 %, 3 MiB, 24576 MiB,14.61 W,9.6,390.25,
0 %, 3 MiB, 24576 MiB,14.77 W,9.3,391.29,
0 %, 3 MiB, 24576 MiB,14.54 W,9.2,392.34,
0 %, 3 MiB, 24576 MiB,14.61 W,9.3,393.39,
0 %, 3 MiB, 24576 MiB,14.54 W,9.3,394.43,
0 %, 3 MiB, 24576 MiB,14.59 W,9.9,395.48,
0 %, 3 MiB, 24576 MiB,14.10 W,9.4,396.53,
